,Unnamed: 0,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Date
2016-02-08 00:00:00,,486.47,493.5,475.21,488.1,9825509.0,0.0,1.0,486.47,493.5,475.21,488.1,9825509.0,
2016-02-09 00:00:00,,478.01,498.38,474.0,482.07,7077915.0,0.0,1.0,478.01,498.38,474.0,482.07,7077915.0,
2016-02-10 00:00:00,,491.76,504.66,486.0,490.48,6786181.0,0.0,1.0,491.76,504.66,486.0,490.48,6786181.0,
2016-02-11 00:00:00,,491.17,509.3,484.0,503.82,7397393.0,0.0,1.0,491.17,509.3,484.0,503.82,7397393.0,
2016-02-12 00:00:00,,510.7,516.75,501.4932,507.08,5384787.0,0.0,1.0,510.7,516.75,501.4932,507.08,5384787.0,
2016-02-16 00:00:00,,519.48,524.45,511.66,521.1,5118500.0,0.0,1.0,519.48,524.45,511.66,521.1,5118500.0,
2016-02-17 00:00:00,,528.74,537.48,519.39,534.1,4824002.0,0.0,1.0,528.74,537.48,519.39,534.1,4824002.0,
2016-02-18 00:00:00,,541.19,541.2,523.73,525.0,4735008.0,0.0,1.0,541.19,541.2,523.73,525.0,4735008.0,
2016-02-19 00:00:00,,520.71,535.95,515.35,534.9,4974717.0,0.0,1.0,520.71,535.95,515.35,534.9,4974717.0,
2016-02-22 00:00:00,,542.2,560.65,541.08,559.5,5566553.0,0.0,1.0,542.2,560.65,541.08,559.5,5566553.0,
2016-02-23 00:00:00,,555.55,556.91,545.33,552.94,4050790.0,0.0,1.0,555.55,556.91,545.33,552.94,4050790.0,
2016-02-24 00:00:00,,545.75,554.27,533.1501,554.04,6231668.0,0.0,1.0,545.75,554.27,533.1501,554.04,6231668.0,
2016-02-25 00:00:00,,555.52,559.39,545.2946,555.15,4525463.0,0.0,1.0,555.52,559.39,545.2946,555.15,4525463.0,
2016-02-26 00:00:00,,560.12,562.5,553.17,555.23,4877039.0,0.0,1.0,560.12,562.5,553.17,555.23,4877039.0,
2016-02-29 00:00:00,,554.0,564.81,552.51,552.52,4145396.0,0.0,1.0,554.0,564.81,552.51,552.52,4145396.0,
2016-03-01 00:00:00,,556.29,579.25,556.0,579.04,5038452.0,0.0,1.0,556.29,579.25,556.0,579.04,5038452.0,
